year,application_number,claim,filed_date,authors,primary_examiner,asst_examiner,patented
2016,15029352,injection valve comprising fluid inlet tube recess valve body central longitudinal axis valve body comprising cavity fluid outlet portion valve needle arranged recess fluid inlet tube movable cavity along central longitudinal axis valve needle preventing fluid flow fluid outlet portion closed position releasing fluid flow fluid outlet portion positions spring element elastic body arranged parallel within recess interacting portion valve body one side spring rest fixed valve needle another side wherein elastic body spring element compressed parallel valve needle moved along longitudinal axis away closing position elastic body presence fluid pressure recess exerts fluid pressure dependent longitudinal force valve needle,"October 13, 2014","['Filippi; Stefano', 'Grandi; Mauro', 'Lenzi; Francesco', 'Polidori; Valerio']"," Boeckmann; Jason
", ,1
2016,15029604,ultrasonic atomizer comprising ultrasonic vibration generating unit generates ultrasonic waves atomizes spray material nozzle unit includes spray flow path spray material moves along central axis penetrates center ultrasonic vibration generating unit includes nozzle tip supplied spray material one end spray flow path sprays spray material end spray flow path housing surrounds ultrasonic vibration generating unit plurality heat exchange chambers therein heat exchange unit surrounds ultrasonic vibration generating unit includes separation wall divides heat exchange unit plurality heat exchange chambers cools heat generated ultrasonic vibration generating unit wherein plurality heat exchange chambers include heating chamber positioned housing periphery ultrasonic vibration generating unit includes heating space cooling chamber surrounds heating chamber includes cooling space isolated heat exchange unit abutting heating chamber cooling chamber heating chamber heat exchange unit includes thermoelectric element absorbs heat heat absorbing surface abuts heating chamber radiates heat heat radiating surface abuts cooling chamber,"August 19, 2014","['Kim; Joon Sik', 'Lee; Ju Han', 'Won; Dong Pil', 'Lee; Jin Woo', 'Choi; Ho Il']"," Boeckmann; Jason
", ,1
2016,15029612,ultrasonic atomizer comprising ultrasonic vibration generating unit generates ultrasonic waves atomizes spray material nozzle unit includes spray flow path spray material moves along central axis penetrates center ultrasonic vibration generating unit includes nozzle tip supplied spray material one end spray flow path sprays spray material end spray flow path heat exchange unit surrounds ultrasonic vibration generating unit cools heat generated ultrasonic vibration generating unit housing surrounds ultrasonic vibration generating unit heat exchange unit plurality heat exchange chambers therein wherein plurality heat exchange chambers include vortex chamber positioned housing periphery ultrasonic vibration generating unit guides vortex flow thermal insulation chamber surrounds vortex chamber separation wall abuts vortex chamber includes internal thermal insulation space heat exchange unit includes cooling portion cools outside ultrasonic vibration generating unit cooling portion includes vortex flow forming unit one end exposed outside housing end positioned vortex chamber housing cooling tube guides rotates spray cooling air vortex chamber ultrasonic vibration generating unit,"August 19, 2014","['Kim; Joon Sik', 'Lee; Ju Han', 'Won; Dong Pil', 'Lee; Jin Woo', 'Choi; Ho Il']"," Boeckmann; Jason
", ,1
2016,15099335,sanitization mist shower apparatus comprising water tank stores water plasma generator causes plasma discharge water inside water tank generates reformed water mist nozzle spouts fine mist mist spout port air blower supplies pressurized air obtained pressurizing air mist nozzle liquid pressurizer pressurizes reformed water generated plasma generator inside water tank supplies pressurized reformed water mist nozzle wherein fine mist generated mist nozzle mixing pressurized air supplied air blower reformed water supplied liquid pressurizer wherein air pressure pressurized air supplied mist nozzle liquid pressure reformed water substantially equal other wherein mist nozzle includes opening water orifice component spouting reformed water least six air orifice flow channels spouting pressurized air wherein air pressure pressurized air mpa greater wherein air orifice flow channels provided radially equal intervals centering around liquid current reformed water spouted opening water orifice component pressurized air spouted air orifice flow channels collides liquid current perpendicular directions generates fine mist,"April 14, 2016","['Minamio; Masanori', 'Isomi; Akira', 'Tabata; Daisuke', 'Kitahara; Yukiko']"," Hall; Arthur O
"," Lieuwen; Cody
",1
2016,15099934,hand held showerhead capable measuring suggesting replacement filtering core handle comprising lower shell upper shell arranged joined together form shell showerhead handle including handle filter cartridge arranged mounted joined together shell impeller arranged rotate response passage water water channel handle filter cartridge showerhead water flow measuring unit measuring water flow detecting rotation impeller display displays indication handle filter cartridge needs replaced battery mount mounting least one battery supplies electricity water flow measuring unit wherein water flow measuring unit impeller disposed lower shell battery mount disposed upper shell lower shell upper shell abut handle filter cartridge provide even overall weight distribution showerhead wherein lower shell includes lower shelf front side reverse side threaded cylindrical handle filter cartridge mounting section front side internal water inlet groove communication said water channel front side including threaded rim securing spray hood openings enabling water internal water inlet groove jet showerhead wherein upper shell front side reverse side viewing window reverse side display visible handle filter cartridge mounting section battery mount located next handle filter cartridge mounting section upper shell,"April 15, 2016","['Cai; Ying Lin', 'Hsu; Chao Fou']"," Valvis; Alexander
"," Lieuwen; Cody
",1
2016,15130235,nozzle generating fluid gas aerosol comprising fluid particles nozzle comprising aerosol exit orifice extending outer nozzle surface wherein aerosol exit orifice aerosol exit orifice diameter mu m mm central axis circumferential edge aerosol exit channel extends outer nozzle surface toward aerosolizing space within nozzle fluid exit orifice aligned central axis aerosol exit orifice opens aerosolizing space within nozzle distance fluid exit orifice entrance aerosol exit channel aerosol exit orifice diameter least times larger fluid exit orifice diameter converging annular pressurized gas channel extending acute gas flow angle respect central axis pressurized gas exit close proximity fluid exit orifice intersect fluid exiting fluid exit orifice wherein converging annular pressurized gas channel comprises first partial annular channel extending annular neck fluid exit orifice average acute gas flow angle degree respect central axis first partial annular channel inner outer walls formed conical wall inner front insert wall along pressurized gas flows acute gas flow angle determined conical wall angle front insert wall angle respect central axis area fluid exit orifice inner front insert wall conical wall hydrophobic omniphobic lyophobic first partial annular channel diverges acute divergence angle degree acute divergence angle difference conical wall angle front insert wall angle fluid supply channel provided within cone shaped fluid supply nozzle insert forming conical wall inner wall first partial annular channel designed converging circumferential compressed gas channel axially centered cone shaped hollow space front insert forming inner front insert wall outer wall first partial annular channel,"April 15, 2016",['Yeates; Donovan B']," Hall; Arthur O
"," Valvis; Alexander
",1
2016,15131044,blow gun comprising body first path introducing air body second path releasing air body first room second room located first second paths first room communicating second path second room communicating first path first second rooms communicating other diameter first room larger second room form shoulder first second rooms first hole defined body located adjacent opening first room first hole communicating first room first pivotal portion defined body located adjacent second path second pivotal portion defined body located adjacent first path trigger third pivotal portion faces body pivotably connected first pivotal portion fourth pivotal portion elongate hole defined trigger control unit located body trigger control unit control member bar seal ring end member collar fastening member control member received first room slot located corresponding first hole fifth pivotal portion defined first end control member pivotably connected fourth pivotal portion trigger connection portion defined second end control member inner threads groove defined outside control member located adjacent slot bar pivotably extending fourth fifth pivotal portions pivotably connect trigger control member seal ring engaged groove control member inner periphery first room snugly contacts outside control member end member ring shaped member connected second end control member collar mounted protrusion end member located control member end member collar located seal first path relative second path collar sealing second room outer diameter collar end member equal inner diameter second room fastening member extending end member threadedly connected connection portion control member connect end member collar control member together control member moves first room control member drives end member collar move second room trigger pivoted trigger drives control member move within first second rooms end member collar moved control member collar locate opening first room first path communicates second path first spring biased inner end second room body end member control unit provide recovery force control member end member collar second spring located third room trigger biased body trigger second spring providing recovery force trigger second spring torsion spring central hole located corresponding second pivotal portion first pin extending first hole located slot first pin movable within slot control member moves first room first pin slot restrict maximum movement control member control member returns first pin contacts one two inner ends slot third pin pivotably extending first third pivotal portions pivotably connect trigger body fourth pin pivotably extending second pivotal portion central hole second spring restrict second spring disengaging body,"April 18, 2016","['Jhu; Li-Tang', 'Chuang; Chiu-Chu', 'Jhu; Bo-Ming']"," Kim; Christopher
",,1
2016,15131368,,,,<br/>,,1
2016,15131885,,,,<br/>,,1
2016,15132748,method producing transgenic plant enhanced tolerance cold method comprising a introducing plant plants recombinant polynucleotide encoding polypeptide least identical seq id no b exposing plant plants cold stress c selecting plant plants transgenic plant expresses polypeptide which expressed transgenic plant confers greater cold tolerance transgenic plant cold tolerance control plant contain recombinant polynucleotide,"October 30, 2007","['Ratcliffe; Oliver J.', 'Kumimoto; Roderick W.', 'Reuber; T. Lynne', 'Hempel; Frederick D.', 'Canales; Roger']",," Baum; Stuart F
",1
2016,15132791,,,,<br/>,,1
2016,15030761,protection device protecting baffle sprinkler head fire sprinkler system comprising least one pipe clamp configured mount protection device supply pipe protect baffle sprinkler head protection bar configured surround baffle sprinkler head protection bar including first threaded portion directly engages pipe clamp first threaded portion secured least one pipe clamp correspondingly threaded first fasteners said protection device comprising another pipe clamp configured directly connected second threaded portion protection bar secured thereto correspondingly threaded second fasteners wherein two pipe clamps provided manner one respective pipe clamp mounted supply pipe side downstream upstream baffle sprinkler head,"October 21, 2014","['Eberle; Manfred', 'Kreipl; Oliver']"," Hall; Arthur O
"," Rogers; Adam J
",1
2016,15133445,pneumatic assembly assembly comprising nozzle housing selectively enclosing nozzle housing comprising body including first end second end opposite first end body partially defining interior space nozzle configured disposed body defining first aperture first end second aperture second end wherein body elongate along axis extends first aperture second aperture cover assembly coupled first end body selectively blocks first aperture defines interior space piston disposed interior space secured nozzle piston defining gas inlet liquid inlet outlet fluidly connected gas inlet liquid inlet biasing member attached piston biasing member configured exert biasing force piston first direction parallel axis thereby biasing nozzle retracted position nozzle entirely disposed within interior space biasing member configured pressurized gas flows second aperture body biasing force piston overcome thereby moving piston second direction opposite first direction dispose nozzle extended position least portion nozzle extends past cover assembly positioned outside interior space,"April 20, 2016","['Posner; Richard', 'Zoran; Daniel']"," Ganey; Steven J
", ,1
2016,15134148,irrigation management system controlling plurality irrigation systems irrigation management system comprising controller configured to compare water pressure data irrigation systems target water pressure determine differences water pressure data irrigation systems target water pressure determine whether differences indicate water pressure least one irrigation systems lower target water pressure differences indicate water pressure least one irrigation systems lower target water pressure determine differences indicates greatest deviation target water pressure adjust water pressure irrigation systems manner resolves difference indicating greatest deviation target water pressure,"April 20, 2016",['Wolgast; Cory']," Hall; Arthur O
"," Rogers; Adam J
",1
2016,15134664,fire sprinkler assembly configured disperse fire suppressing liquid non circular coverage area said assembly comprising frame said frame including fastener configured connect supply line receive outflow fire suppressing liquid supply line along outflow axis deflector configured disperse outflow fire suppressing liquid generally non circular conical spray achieve non circular coverage area said deflector overall width overall length measured perpendicular said overall width said deflector mid point generally centered said outflow axis said deflector including center section containing said mid point non circular coverage area major diameter shorter minor diameter generally perpendicular said major diameter said overall deflector length greater said overall deflector width said deflector comprising generally semi cylindrical body disposed perpendicularly said outflow axis wherein said deflector includes pair hoods said hoods extending opposite directions said center section respective outermost edges said hoods disposed generally parallel said major diameter said hood width tapers maximum dimension adjacent said center section minimum dimension adjacent said outermost edges,"April 21, 2016",['Pigeon; Jeffrey J.']," Gorman; Darren W
", ,1
2016,15031499,sprinkler base comprising platform component flow component flow component tubular body encompassing flow passage fluid inlet first fluid outlet communicating via flow passage first fluid outlet arranged receive sprinkler head extending perpendicularly axis tubular body platform component including mounting means comprising pair circumferential members engaging respective ends tubular body hold tubular body flow component circumferential members `c` shaped circumferential opening permit passage first outlet therethrough tubular body inserted circumferential members engaged thereby tubular body flow component platform component incorporating cooperating restraint surfaces comprising interengaging toothed surfaces restrain tubular body rotation axis tubular body relative platform component one plurality incrementally spaced rotational positions,"October 28, 2014",['Holmes; Kathleen Patricia']," Hall; Arthur O
"," Cernoch; Steven M
",1
2016,15135880,fire suppression apparatus fighting fires helicopter comprising tank assembly comprising a foam tank housing foam configured attachment helicopter b water tank located downstream foam tank housing water configured attachment helicopter wherein water tank configured receive foam foam tank mixed water water tank forms liquid fire retardant water tank c tank assembly housing encases foam tank water tank centrifugal pump radial outflow impeller mountable helicopter driven electric motor pump including air induction valve electrically variable valve opening disposed connected suction end pump form air inlet wherein air fire retardant drawn suction end pressurized pump cannon assembly including aimable boom mountable helicopter connected pump conduit boom including nozzle distal end boom pressurized fire retardant air dispensed toward target,"April 22, 2016",['Zimmerman; Mark D.']," Hall; Arthur O
"," Lieuwen; Cody
",1
2016,15136592,material spreading system comprising spreader including frame attachable loading machine inlet receiving material discharge mechanism configured selectively discharge material onto ground first spreader connector member first spreader connector member inlet rigidly mounted frame first spreader connector member inlet fixedly arranged relative other tote selectively engageable spreader tote including container plurality walls enclosing interior space storing material first tote connector member configured matingly engage first spreader connector member first spreader connector member lift container opening formed one plurality walls wherein opening aligns inlet spreader first spreader connector member matingly engages first tote connector member thereby permitting transfer material container discharge mechanism,"April 22, 2016",['Kohn; Nathan Benjamin']," Ganey; Steven J
", ,1
2016,15136597,operating set mobile tool bearing head agricultural operation machines travel controlled manner ground extension greenhouse set comprising propulsion module having i propulsion head first end propulsion module propulsion head least one servomotor ii least one guide head second opposite end propulsion module iii synchronic belt mounted first pulley connected said servomotor second pulley mounted said guide head least one operated module connected said propulsion module jointly defining scanning line least one motor cable connected said synchronic belt motor cable extends forming ribbon along said propulsion operated modules least mobile tool bearing head tool mounted said least one motor cable said least one operated module,"April 22, 2016",['Prandi; Santiago Miguel']," Ganey; Steven J
", ,1
2016,15136793,fire blocking apparatus solar panel mounted brackets separate solar panel underlying mounting surface fire blocking apparatus comprising structure comprising heat fire sensitive material configured melt deform warp predetermined temperature structure length width first second edges spaced apart along opposing ends width first edge coupling joint configured couple structure directly outer edge solar panel first position enables ventilation cooling solar panel gap solar panel mounting surface wherein structure configured collapse block gap solar panel mounting surface coupled solar panel first position heated predetermined temperature,"April 22, 2016","['Ryba-White; Julian', 'Tarbell; Ben']"," Hall; Arthur O
"," Rogers; Adam J
",1
2016,15032173,fuel injection nozzle plate attachment structure comprising fuel injection device nozzle plate formed synthetic resin nozzle hole atomizing injecting fuel flowing fuel injection port fuel injection device metal valve body fuel injection port front end side cylindrical nozzle plate accommodation part accommodating fuel injection device nozzle plate nozzle plate supporting part supporting fuel injection device nozzle plate accommodated nozzle plate accommodation part using front end side fuel injection port formed wherein nozzle plate accommodation part has part inner peripheral surface close opening end removal prevention projection configured prevent fuel injection device nozzle plate accommodated nozzle plate accommodation part removed removal prevention projection hooked fuel injection device nozzle plate wherein fuel injection device nozzle plate nozzle hole formation part nozzle hole formed plurality spring action parts formed radially outward nozzle hole formation part wherein spring action parts configured be elastically deformed diameter reducing direction removal prevention projection fuel injection nozzle plate accommodated nozzle plate accommodation part enable fuel injection nozzle plate pass radially inward removal prevention projection elastically restored diameter increasing direction fuel injection nozzle plate accommodated nozzle plate accommodation part makes contact inner peripheral surface nozzle plate accommodation part thereby align center fuel injection device nozzle plate central axis valve body bent removal prevention projection push nozzle hole formation part nozzle plate supporting part,"October 8, 2014",['Noguchi; Koji']," Gorman; Darren W
"," Greenlund; Joseph A
",1
2016,15138632,,,,<br/>,,1
2016,15139565,showerhead assembly comprising fixed showerhead handshower removably coupled fixed showerhead first plurality scanner nozzles supported handshower second plurality scanner nozzles supported fixed showerhead wherein handshower includes front faceplate rear housing supporting front faceplate front faceplate including plurality stepped bores rear housing including rear wall first plurality scanner nozzles including front end received within one stepped bores faceplate handshower rear end engaging rear wall housing handshower fixed showerhead includes front faceplate rear housing supporting front faceplate front faceplate including plurality stepped bores rear housing including rear wall second plurality scanner nozzles including front end received within one stepped bores faceplate fixed showerhead rear end engaging rear wall housing fixed showerhead,"April 27, 2016",['Huffington; Todd A.']," Gorman; Darren W
", ,1
2016,15139912,spray nozzle spraying single fluid nozzle housing least one swirl chamber disposed nozzle housing single liquid inlet fluid sprayed supplying fluid sprayed least one swirl chamber tangential manner least one exit opening wherein exit opening disposed end exit duct emanates least one swirl chamber widens direction towards exit opening wherein constriction disposed transition least one swirl chamber exit duct wherein angle wall exit duct starting constriction steadily increases direction towards exit opening portions remains identical wherein shape exit opening deviates circular shape angle wall exit duct exit opening viewed circumferential direction exit opening constant,"April 27, 2016","['Braun; Patrick', 'Huettner; Petra', 'Speier; Juergen']"," Gorman; Darren W
", ,1
2016,15140267,firefighting nozzle comprising elongated barrel inlet opening one end engaging source fluid pressure discharge opening opposite end engaging discharge element dispensing fluid pressure valve arrangement disposed within said barrel said inlet opening said discharge opening said valve arrangement configured adjust flow fluid barrel including slide valve element slidably mounted within barrel reciprocating movement along length barrel slide valve element including toothed surface trigger assembly mounted barrel including trigger housing coupled said barrel defining pistol grip manual grasping operation firefighting nozzle segment gear pivotably mounted within said trigger housing including least one tooth engaging toothed surface said slide valve element rotation said segment gear causes least one tooth drive toothed surface reciprocate slide valve element trigger pivotably mounted said trigger housing manual pivoting toward said pistol grip manually grasping pistol grip lever arm fastened said trigger pivoting therewith elongated link pivotably connected one end said lever arm opposite end said segment gear transmit pivoting said lever arm pivoting said segment gear,"April 27, 2016",['Kolacz; David J.']," Gorman; Darren W
", ,1
2016,15033028,,,,<br/>,,1
2016,15140690,washer nozzle screen wash system motor vehicle comprising housing jet insert inserted housing sealed housing connection washing fluid channel supplying screen washing fluid water outlet jet insert spraying washing fluid check valve configured block back flow washing fluid water outlet connection check valve consisting of valve connector integrally connected jet insert wherein valve connector channel channel extending first opening valve connector distal housing second opening valve connector distal first opening closer water outlet first opening elastic membrane wherein second opening valve connector closer water outlet covered elastic membrane check valve wherein second opening valve connector adjacent interior entry jet insert flow washing fluid connection check valve water outlet wherein flow washing fluid connection check valve water outlet consists of washing fluid flowing first direction washing fluid channel first opening channel valve connector exiting channel second opening valve connector second direction substantially perpendicular first direction elastic membrane expands pressure flow washing fluid second opening valve connector flow washing fluid expanded elastic membrane enters jet insert directly interior entry jet insert first direction,"April 28, 2016","['Weitzel; Heiko', 'Ringler; Dirk', 'Droessler; Michael']"," Gorman; Darren W
", ,1
2016,15141261,spray system comprising least one spray bar assembly said spray bar assembly comprising rotary cage including plurality linear distribution manifolds linear distribution manifold including manifold inlet manifold flow channel wherein plurality manifold apertures defined along manifold flow channel manifold aperture includes spray nozzle mounted therein distribution valve including fixed distribution block rotary distribution block fixed distribution block including arcuate aperture rotary distribution block including plurality distribution conduits wherein quantity distribution conduits equal quantity linear distribution manifolds linear distribution manifold fluidly coupled associated distribution conduit means rotating rotary distribution block relative fixed distribution block pressurized fluid supply fluidly coupled arcuate aperture wherein rotary distribution block rotated relative fixed distribution block individual distribution conduits sequentially fluidly engaged arcuate aperture pressurized fluid supply introduced linear distribution manifold dispensing associated spray nozzles dispensing pressurized fluid supply prevented linear distribution manifold corresponding distribution conduit fluidly engaged arcuate aperture,"April 28, 2016","['Glascock; Battle', 'Faller; James A.']"," Ganey; Steven J
", ,1
2016,15141572,diffuser diffusing liquid surrounding ambient air comprising base member upper surface lower surface ultrasonic transducer mounted base member upper surface thereof liquid reservoir mounted base member upper surface thereof liquid reservoir surfaces defining receptacle holding volume liquid therein least portion upper surface base member extending laterally beyond outer peripheral side surface liquid reservoir liquid reservoir including bottom wall least one vertically extending sidewall exterior sidewall extending upwardly base member adjoining upper end least one vertically extending sidewall exterior sidewall least one aperture extending therethrough least surface ultrasonic transducer exposed volume liquid held within receptacle ultrasonic vibrations ultrasonic transducer generate atomized droplets liquid volume liquid held within reservoir spout sized configured rest upon liquid reservoir including opening upper end thereof fan mounted base member configured force airflow exterior diffuser base member around receptacle liquid reservoir least one aperture volume space enclosed spout liquid reservoir overlying volume liquid held within receptacle opening upper end spout ambient air external diffuser forced airflow carrying atomized droplets liquid generated ultrasonic transducer exterior diffuser opening upper end spout polymeric gasket encircling liquid reservoir including least one flange least one flange extending least partially portion upper surface base member extending laterally beyond outer peripheral side surface liquid reservoir cover sized configured positioned around liquid reservoir spout rest upon least one flange polymeric gasket least one flange disposed cover portion upper surface base member extending laterally beyond outer peripheral side surface liquid reservoir cover including least one opening upper end thereof forced airflow generated fan passes opening upper end cover,"April 28, 2016","['Osborn; Warren', 'Myrrha; Diogo', 'Kwong; Ezra']"," Hall; Arthur O
"," Greenlund; Joseph A
",1
2016,15141713,movable spraying platform dispensing liquid gas powder field comprising main frame portion top surface bottom surface front first side second side back reservoir tank interior storing liquid gas powder wherein reservoir tank top surface extended boom central frame unit first side arm second side arm wherein first side arm second side arm first side second side top surface bottom surface front back wherein central frame unit extended boom secured top surface main frame portion wherein first side first side arm wherein first side second side arm secured central frame unit extended boom first second rotating wheel secured bottom surface main frame portion wherein first second rotating wheel capable steering main frame portion wherein first second rotating wheel tandem like wherein first second wheel generally perpendicular respect extended boom wherein wheels located bottom surface main frame portion tube connecting interior reservoir tank least one opening extended boom wherein opening capable dispensing liquid gas powder held interior reservoir tank pivoting frame support located main frame portion wherein pivoting frame support capable allowing reservoir tank rotate ninety degree axis respect axis tandem first wheel respect second wheel therein allowing movable spraying platform self balance wherein pivoting reservoir tank toward first side second side frame support wherein top surface reservoir tank rotates remains approximately distance ground first hinge located first side arm extended boom central frame unit second hinge located second side arm extended boom central frame unit extended boom,"April 28, 2016","['Desai; Pinakin', 'Zerillo; Peter Joseph']"," Hall; Arthur O
"," Greenlund; Joseph A
",1
2016,14348010,fluid discharging system comprising pump discharge spray head comprising least one nozzle fluid discharged emerges pump comprising stator rotor mounted chamber stator rotatable respect stator around rotation axis axially displaceable along axis wherein axial displacement rotor first axial direction configured brings pump filling function fluid drawn inlet stator chamber opposite second axial direction configured brings discharge function fluid chamber expelled outlet pump wherein outlet pump arranged rotor discharge spray head connected fluidically outlet pump arranged adjacently axial outlet end rotor wherein discharge spray head configured discharges fluid least part radial direction surrounding rotation axis wherein fluid comprises least one surfactant wherein rotor comprises first second axial extension different diameters mounted corresponding first second chamber segments stator chamber first second seals mounted stator housing sealingly surround first second axial rotor extension wherein rotor extensions comprise fluid delivery conduits that combination respective sealing rings serve valves open close connection respectively inlet pump chamber segments chamber segments outlet pump function angular displacement pump rotor,"March 30, 2012",['Frey; Daniel']," Valvis; Alexander M
", ,1
2016,15033734,,,,<br/>,,1
2016,15143813,self fluffing fire extinguishing delivery system comprising chamber exterior interior wherein said interior said chamber contains powdered fire suppressing media least one appendage located said interior said chamber said appendage secured fluffing tube shaft extends within said chamber exterior said chamber said appendage articulatable exterior chamber condition powdered fire suppression media within chamber said interior said chamber connected said fluffing shaft tube least one emission port,"May 2, 2016",['Rousseau; Randy']," Boeckmann; Jason
", ,1
2016,15145521,fuel injector comprising injection port forming member defining injection port injects fuel towards combustion chamber internal combustion engine passage forming member contact injection port forming member defining supply passage supplies fuel injection port positioning member partially ring shape positioning member spanning externally fitted injection port forming member passage forming member positioning member executing positioning injection port forming member passage forming member wherein injection port forming member passage forming member include continuous flat surfaces connected other respectively continuous flat surfaces arranged outer peripheral wall portions positioning member externally fitted positioning member includes opposite flat surface faces continuous flat surfaces case positioning member externally fitted injection port forming member passage forming member pressing portion inwardly press outer peripheral wall portions continuous flat surfaces contact opposite flat surface opposite flat surface intersects radius passing center positioning member radial direction positioning member right angle,"May 3, 2016",['Shimizu; Makoto']," Hall; Arthur O
"," Greenlund; Joseph A
",1
2016,15145591,atomizer comprising mixing chamber first inlet configured disperse stream first fluid mixing chamber impingement surface stream first fluid contacts impingement surface arranged angle greater degree less degree relative plane arranged perpendicular longitudinal axis atomizer plurality channels configured deliver flow second fluid mixing chamber plurality channels arranged one angles relative longitudinal axis create swirl flow second fluid mixing chamber facilitate mixing first second fluids create mixture least one outlet orifice mixture passes form spray plume,"August 15, 2017","['Amaya; John', 'Lull; Joseph', 'Vieau; Bradley J.']",," Gorman; Darren W
",1
2016,15145655,fluidic oscillator array comprising plurality fluidic oscillator main flow channels said main flow channels inlet outlet wherein fluid flow adapted enter said inlet exit said outlet said main flow channels first control port second control port disposed opposing sides thereof said main flow channels first feedback port second feedback port disposed said opposing sides thereof wherein i said first control port said first feedback port located first said opposing sides ii said second control port said second feedback port located second said opposing sides iii said first feedback port said second feedback port located downstream said first control port said second control port respectively respect direction said fluid flow first feedback accumulator fluid communication said first control port said first feedback port second feedback accumulator fluid communication said second control port said second feedback port,"May 3, 2016",['Koklu; Mehti']," Hall; Arthur O
"," Barrera; Juan C
",1
2016,15145995,gas injector cover plate assembly process system process space comprising cover plate comprising plurality cooling fluid channels introducing plurality cooling fluids different temperatures form temperature gradient gas injector attached cover plate located process space comprising gas distributor uniformly distributing plurality gases gas distributor comprising gas conduit gas distributor introducing first gas fluid cooling gas transmitter connecting gas distributor comprising plurality independent channels introducing cooling fluids form plurality cooling fluid walls first gas channel connecting gas conduit plurality gas channels introducing gases wherein independent channels two adjacent gas channels outside gas channels plurality gas spraying plates conducting cone sequentially located beneath fluid cooling gas transmitter two adjacent gas spraying plates changing flow direction one gases gas spraying plate conducting cone changing flow direction first gas,"May 4, 2016","['Huang; Tsan-Hua', 'Han; Tsung-Hsun', 'Wong; Paul', 'Wu; Miao-Chan']"," Hall; Arthur O
"," Rogers; Adam J
",1
2016,15146218,tree shrub sprinkler apparatus comprising base sprinkler housing fixedly attached said base said sprinkler housing defining flowpath said sprinkler housing comprising housing inlet fluid communication housing outlet first watering arm second watering arm comprising rigid hollow curved articulating member extending outwardly said sprinkler housing said first second watering arm rigid entire length thereof said first watering arm said second watering arm comprising curve least substantially along entire length thereof said first watering arm said second watering arm comprising plurality watering orifices said first watering arm comprising first arm connection said housing outlet pivotal movement around said housing outlet first position second position angularly offset plane said first position said pivotal movement limited pivotal movement due threaded connections said second watering arm comprising second arm connection said housing outlet pivotal movement around said housing outlet another first position another second position angularly offset said another first position said pivotal movement limited pivotal movement due threaded connections said first arm connection said second arm connection fluid communication said sprinkler housing said housing outlet housing inlet tubular said housing outlet extends vertically upwardly mounted said base operation said first watering arm said second watering arm vertically offset other,"May 4, 2016",['Becktell; Robert W']," Gorman; Darren W
"," Greenlund; Joseph A
",1
2016,15146484,fluidic oscillator independent frequency amplitude control comprising fluidic oscillator main flow channel main flow inlet configured receive amplitude controlling fluid flow main flow outlet said main flow channel first control port second control port disposed opposing sides thereof said main flow channel defining first volume said main flow inlet said main flow outlet first plenum fluid communication said main flow inlet fluidic oscillator controller inlet configured receive frequency controlling fluid flow outlet wherein second volume defined said inlet said outlet wherein said first volume least two times greater said second volume second plenum fluid communication said inlet said controller flow diverter coupled said outlet said controller said first control port said second control port said flow diverter defining first fluid flow path said outlet said first control port defining second fluid flow path said outlet said second control port wherein said amplitude controlling fluid controls amplitude fluid flow said main flow channel said frequency controlling fluid flow controls frequency said fluid flow said main flow channel wherein said amplitude controlling fluid flow independent said frequency controlling fluid flow,"May 4, 2016",['Koklu; Mehti']," Hall; Arthur O
"," Barrera; Juan C
",1
2016,15146637,system two component adhesive comprising first disposable container second disposable container container capable withstanding pressure kpa kpa container comprising outer wall wherein first disposable container comprises first adhesive component second disposable container comprises second adhesive component container comprises disposable inner flexible vessel comprising adhesive component shielding adhesive component air pressurizing adhesive component tube providing first adhesive component spray gun tube providing second adhesive component spray gun pressure regulator container pressure monitor container valve container,"May 4, 2016",['Zaarbelink; Antonius Wilhelmus']," Ganey; Steven J
", ,1
2016,15147253,nozzle assembly comprising hollow nozzle body central bore plurality ports extending body central bore switching valve cartridge disposed central bore operable direct fluid flow inlet least one plurality ports upon application fluid flow predetermined threshold inlet direct fluid flow inlet least different one plurality ports upon fluid flow subsequently dropped predetermined threshold exceeding predetermined threshold cartridge comprising cylindrical cartridge case front portion cup shaped rear portion cylindrical poppet least one axially extending bore permit fluid flow therethrough slidably disposed within cup shaped rear portion cartridge case guide cooperating poppet alternate fluid flow ports biasing member within cartridge case front portion case poppet urging poppet away front portion cartridge case,"May 5, 2016",['Andersen; Colton']," Hall; Arthur O
"," Barrera; Juan C
",1
2016,15035087,electrostatic coater comprising rotary atomizing head configured rotate first direction scatter paint radially outward atomize paint air ports positioned behind outer peripheral edge rotary atomizing head air ports configured discharge shaping air front wherein air ports consist plurality air ports arranged equal intervals single circumference coaxial rotational center axis rotary atomizing head wherein air ports direct shaping air radially outward shaping air directed part secondary dispersed air shaping air becomes air accompanying liquid thread paint extending rotary atomizing head shaping air collides paint particle separated liquid thread paint extending radially outward rotary atomizing head wherein shaping air collides paint particle point apart radially outward tip end liquid thread paint wherein shaping air collides paint particle vertical separation distance mm mm outer peripheral edge rotary atomizing head wherein shaping air discharged air ports twisted second direction opposite first direction rotary atomizing head,"October 29, 2014","['Mitsui; Michio', 'Yoshida; Osamu', 'Yokomizo; Yoshiji']"," Gorman; Darren W
", ,1
